name,,set,,set_code,,id,,type,,power,,toughness,,loyalty,,manacost,,converted_manacost,,artist,,flavor,,color,,generated_mana,,number,,rarity,,rating,,ruling,,variation,,ability,,pricing_low,,pricing_mid,,pricing_high,,watermark,,print_number,,is_original,,back_id,,number_int,,name_CN,,name_TW,,name_FR,,name_DE,,name_IT,,name_JP,,name_PT,,name_RU,,name_ES,,name_KO,,type_CN,,type_TW,,type_FR,,type_DE,,type_IT,,type_JP,,type_PT,,type_RU,,type_ES,,type_KO,,ability_CN,,ability_TW,,ability_FR,,ability_DE,,ability_IT,,ability_JP,,ability_PT,,ability_RU,,ability_ES,,ability_KO,,flavor_CN,,flavor_TW,,flavor_FR,,flavor_DE,,flavor_IT,,flavor_JP,,flavor_PT,,flavor_RU,,flavor_ES,,flavor_KO,,color_identity,,fully_handled,,custom_sort,,legality_Block,,legality_Standard,,legality_Modern,,legality_Legacy,,legality_Vintage,,legality_Highlander,,legality_French_Commander,,legality_Tiny_Leaders_Commander,,legality_Leviathan_Commander,,legality_Commander,,legality_Peasant,,legality_Pauper
Crop Rotation,,Urza's Legacy,,UL,,12432,,Instant,,,,,,,,{G},,1,,DiTerlizzi,,"#_""Hmm . . . maybe lotuses this year.""_#",,G,,,,98,,C,,4.586,,,,,,"As an additional cost to cast Crop Rotation, sacrifice a land.£Search your library for a land card and put that card onto the battlefield. Then shuffle your library.",,,,,,,,,,,,,,,,98,,,,,,Assolement,,Wechselnde Bepflanzung,,Rotazione del Raccolto,,,,Rotação de Culturas,,,,Rotación de cosechas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Damping Engine,,Urza's Legacy,,UL,,12503,,Artifact,,,,,,,,{4},,4,,rk post,,,,A,,,,124,,R,,3.75,,"£8/1/2008 : A player affected by this card can sacrifice a permanent any time he or she could cast an instant. This is a special action that doesn’t use the stack and can’t be responded to.£8/1/2008 : A player can only sacrifice a permanent to end this effect if he or she has more permanents than any other player, and he or she hasn’t already sacrificed a permanent to end the effect this turn. The ability to sacrifice a creature is granted by the same effect that is being ended.",,,,"A player who controls more permanents than each other player can't play lands or cast artifact, creature, or enchantment spells. That player may sacrifice a permanent for that player to ignore this effect until end of turn.",,,,,,,,,,,,,,,,124,,,,,,Niveleur,,Dämpfmaschine,,Motore di Raffreddamento,,,,Gerador de Descarga,,,,Máquina amortiguadora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Darkwatch Elves,,Urza's Legacy,,UL,,12435,,Creature — Elf,,2,,2,,,,{2}{G},,3,,Hazeltine,,,,G,,,,99,,U,,3.389,,£10/1/2008 : Cycling is an activated ability. Effects that interact with activated abilities (such as Stifle or Rings of Brighthearth) will interact with cycling. Effects that interact with spells (such as Remove Soul or Faerie Tauntings) will not.,,,,"Protection from black£Cycling {2} #_({2}, Discard this card: Draw a card.)_#",,,,,,,,,,,,,,,,99,,,,,,Gardes-sombre elfes,,Dunkelwachtelfen,,Elfi di Darkwatch,,,,Elfos Nocturnos,,,,Elfos centinelas oscuros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Defender of Chaos,,Urza's Legacy,,UL,,12411,,Creature — Human Knight,,2,,1,,,,{2}{R},,3,,Carl Critchlow,,#_Some knights will not follow orders—only disorder._#,,R,,,,75,,C,,4.065,,"£10/4/2004 : This card is always a creature spell and is never an instant spell, no matter when you cast it.",,,,Flash£Protection from white,,,,,,,,,,,,,,,,75,,,,,,Défenseur du Chaos,,Verteidiger des Chaos,,Difensore del Caos,,,,Defensor do Caos,,,,Defensor del Caos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Defender of Law,,Urza's Legacy,,UL,,12353,,Creature — Human Knight,,2,,1,,,,{2}{W},,3,,Carl Critchlow,,"#_""It is not my place to question Radiant's rule. I exist to enforce her will.""_#",,W,,,,5,,C,,3.355,,"£10/4/2004 : This card is always a creature spell and is never an instant spell, no matter when you cast it.",,,,Flash£Protection from red,,,,,,,,,,,,,,,,5,,,,,,Défenseur de la Loi,,Verteidiger des Rechts,,Difensore della Legge,,,,Defensor da Lei,,,,Defensor de la ley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Defense Grid,,Urza's Legacy,,UL,,8897,,Artifact,,,,,,,,{2},,2,,Mark Tedin,,"#_""We've managed to keep the goblins in their assigned areas, but there's little we can do about the smell.""£—Whip Tongue, viashino technician_#",,A,,,,125,,R,,4.448,,"£10/4/2004 : The additional cost can be reduced by effects that reduce costs, such as Sapphire Medallion.£5/1/2006 : In Two-Headed Giant, spells don’t cost extra on your own turn.",,,,Each spell costs {3} more to cast except during its controller's turn.,,,,,,,,,,,,,,,,125,,,,,,Grille de défense,,Verteidigungsraster,,Griglia di Difesa,,,,Perímetro Defensivo,,,,Rejilla de defensa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Defense of the Heart,,Urza's Legacy,,UL,,12442,,Enchantment,,,,,,,,{3}{G},,4,,Rebecca Guay,,,,G,,,,100,,R,,4.572,,"£10/4/2004 : In a multiplayer game, it triggers if at least one opponent controls three or more creatures.£10/4/2004 : You choose how many cards to put onto the battlefield during the resolution after you look through your library. You do not choose as the ability goes on the stack.£10/4/2004 : This triggered ability only triggers if your opponent controls 3 or more creatures at the beginning of upkeep. This condition is checked again on resolution.£4/1/2008 : A “creature card” is any card with the type creature, even if it has other types such as artifact, enchantment, or land. Older cards of type summon are also creature cards.£6/15/2010 : If this card is not on the battlefield at the time it resolves, then you can’t sacrifice it. You still perform the search and put any creature cards you find onto the battlefield.",,,,"At the beginning of your upkeep, if an opponent controls three or more creatures, sacrifice Defense of the Heart, search your library for up to two creature cards, and put those cards onto the battlefield. Then shuffle your library.",,,,,,,,,,,,,,,,100,,,,,,Défense du cOEur de la forêt,,Verteidigung des Herzens,,Difesa del Cuore,,,,Defesa do Coração,,,,Defensa del corazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Delusions of Mediocrity,,Urza's Legacy,,UL,,12349,,Enchantment,,,,,,,,{3}{U},,4,,Jeff Laubenstein,,#_When nothing but second best will do._#,,U,,,,30,,R,,3.742,,,,,,"When Delusions of Mediocrity enters the battlefield, you gain 10 life.£When Delusions of Mediocrity leaves the battlefield, you lose 10 life.",,,,,,,,,,,,,,,,30,,,,,,Désillusions des médiocres,,Mittelmäßigkeitswahn,,Complesso di Mediocrità,,,,Ilusões de Mediocridade,,,,Delirios de mediocridad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Deranged Hermit,,Urza's Legacy,,UL,,12458,,Creature — Elf,,1,,1,,,,{3}{G}{G},,5,,Kev Walker,,,,G,,,,101,,R,,4.42,,"£10/4/2004 : The Squirrel tokens get the bonus, so they are effectively 2/2 creatures until the Hermit leaves the battlefield. And they get bigger if multiple Hermits are on the battlefield.",,,,"Echo {3}{G}{G} #_(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)_#£When Deranged Hermit enters the battlefield, create four 1/1 green Squirrel creature tokens.£Squirrel creatures get +1/+1.",,,,,,,,,,,,,,,,101,,,,,,Ermite fêlé,,Irrer Einsiedler,,Eremita Folle,,,,Eremita,,,,Ermitaño trastornado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Devout Harpist,,Urza's Legacy,,UL,,12813,,Creature — Human,,1,,1,,,,{W},,1,,Rebecca Guay,,"#_The notes themselves are irrelevant. The music's effect, however, is worth ten armies._#",,W,,,,6,,C,,3.305,,"£8/1/2005 : It can only target “Enchantment - Aura” cards, which includes cards changed into Auras, such as Licids.",,,,{T}: Destroy target Aura attached to a creature.,,,,,,,,,,,,,,,,6,,,,,,Harpiste fervente,,Fromme Harfnerin,,Arpeggiatrice Devota,,,,Harpista Devoto,,,,Arpista devota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Engineered Plague,,Urza's Legacy,,UL,,12944,,Enchantment,,,,,,,,{2}{B},,3,,Michael Sutfin,,"#_""The admixture of bitterwort in the viral brew has produced most favorable results.""£—Phyrexian progress notes_#",,B,,,,51,,U,,4.293,,,,,,"As Engineered Plague enters the battlefield, choose a creature type.£All creatures of the chosen type get -1/-1.",,,,,,,,,,,,,,,,51,,,,,,Peste artificielle,,Gezüchtete Seuche,,Peste Artificiale,,,,Praga Fabricada,,,,Peste diseñada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Erase,,Urza's Legacy,,UL,,12941,,Instant,,,,,,,,{W},,1,,Ron Spears,,#_Perception is more pleasing than truth._#,,W,,,,7,,C,,4.243,,£10/4/2004 : The card does not go to the graveyard first.,,,,Exile target enchantment.,,,,,,,,,,,,,,,,7,,,,,,Effacement,,Auslöschung,,Cancellare,,,,Apagar,,,,Borrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Eviscerator,,Urza's Legacy,,UL,,12404,,Creature — Horror,,5,,5,,,,{3}{B}{B},,5,,Michael Sutfin,,#_It roamed the time bubble like a captured animal. Kerrick knew he must soon find a way to unleash it on Tolaria or destroy it._#,,B,,,,52,,R,,3.033,,"£10/4/2004 : This is loss of life, and not damage. It can’t be prevented.",,,,"Protection from white£When Eviscerator enters the battlefield, you lose 5 life.",,,,,,,,,,,,,,,,52,,,,,,Éviscérateur,,Eingeweidereißer,,Sbudellatore,,,,Eviscerador,,,,Destripador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Expendable Troops,,Urza's Legacy,,UL,,12356,,Creature — Human Soldier,,2,,1,,,,{1}{W},,2,,Carl Critchlow,,"#_No doubt in their minds, no fear in their hearts._#",,W,,,,8,,C,,3.069,,,,,,"{T}, Sacrifice Expendable Troops: Expendable Troops deals 2 damage to target attacking or blocking creature.",,,,,,,,,,,,,,,,8,,,,,,Chair à canon,,Entbehrliche Truppen,,Truppe Sacrificabili,,,,Tropas Dispensáveis,,,,Tropas sacrificables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Faerie Conclave,,Urza's Legacy,,UL,,12495,,Land,,,,,,,,,,0,,Val Mayerik,,,,L,,{U},,139,,U,,4.295,,"£8/1/2008 : A noncreature permanent that turns into a creature can attack, and its {T} abilities can be activated, only if its controller has continuously controlled that permanent since the beginning of his or her most recent turn. It doesn’t matter how long the permanent has been a creature.£10/1/2009 : Activating the ability that turns it into a creature while it’s already a creature will override any effects that set its power and/or toughness to a specific number. However, any effect that raises or lowers power and/or toughness (such as the effect created by Giant Growth, Glorious Anthem, or a +1/+1 counter) will continue to apply.",,,,Faerie Conclave enters the battlefield tapped.£{T}: Add {U} to your mana pool.£{1}{U}: Faerie Conclave becomes a 2/1 blue Faerie creature with flying until end of turn. It's still a land.,,,,,,,,,,,,,,,,139,,,,,,Conseil des fÆries,,Feenkonklave,,Conclave Fatato,,,,Conclave Feérico,,,,Cónclave de hadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleeting Image,,Urza's Legacy,,UL,,12389,,Creature — Illusion,,2,,1,,,,{2}{U},,3,,Scott M. Fischer,,"#_Horas swore off drinking, but after meeting the creature a second time he decided he'd better start again._#",,U,,,,31,,R,,3.271,,,,,,Flying #_(This creature can't be blocked except by creatures with flying or reach.)_#£{1}{U}: Return Fleeting Image to its owner's hand.,,,,,,,,,,,,,,,,31,,,,,,Image fugitive,,Flüchtige Erscheinung,,Immagine Sfuggente,,,,Visão Fugaz,,,,Imagen efímera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Fog of Gnats,,Urza's Legacy,,UL,,9699,,Creature — Insect,,1,,1,,,,{B}{B},,2,,Jeff Miracola,,"#_You can swat a thousand gnats, but a thousand more will assail you._#",,B,,,,53,,C,,4.292,,,,,,Flying£{B}: Regenerate Fog of Gnats.,,,,,,,,,,,,,,,,53,,,,,,Nuée de moucherons,,Bremsenschwarm,,Nebbia di Moscerini,,,,Nuvem de Muriçocas,,,,Niebla de mosquitos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbidding Watchtower,,Urza's Legacy,,UL,,12494,,Land,,,,,,,,,,0,,Mark Brill,,,,L,,{W},,140,,U,,3.909,,"£8/1/2008 : A noncreature permanent that turns into a creature can attack, and its {T} abilities can be activated, only if its controller has continuously controlled that permanent since the beginning of his or her most recent turn. It doesn’t matter how long the permanent has been a creature.£10/1/2009 : Activating the ability that turns it into a creature while it’s already a creature will override any effects that set its power and/or toughness to a specific number. However, any effect that raises or lowers power and/or toughness (such as the effect created by Giant Growth, Glorious Anthem, or a +1/+1 counter) will continue to apply.",,,,Forbidding Watchtower enters the battlefield tapped.£{T}: Add {W} to your mana pool.£{1}{W}: Forbidding Watchtower becomes a 1/5 white Soldier creature until end of turn. It's still a land.,,,,,,,,,,,,,,,,140,,,,,,Tour de guet menaçante,,Abweisender Wachturm,,Torre di Guardia Minacciosa,,,,Torre de Vigia Portentosa,,,,Atalaya prohibitoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Frantic Search,,Urza's Legacy,,UL,,12375,,Instant,,,,,,,,{2}{U},,3,,Jeff Miracola,,#_Motivation was high in the academy once students realized flunking their exams could kill them._#,,U,,,,32,,C,,4.594,,"£6/8/2016 : You choose which lands to untap as the triggered ability resolves. They aren’t targeted, and they don’t have to be lands that you control.",,,,"Draw two cards, then discard two cards. Untap up to three lands.",,,,,,,,,,,,,,,,32,,,,,,Recherche effrénée,,Hastige Suche,,Ricerca Frenetica,,,,Busca Frenétice,,,,Búsqueda frenética,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Gang of Elk,,Urza's Legacy,,UL,,12950,,Creature — Elk Beast,,5,,4,,,,{5}{G},,6,,Una Fricker,,"#_The elk is Gaea's favorite, who wears the forest on its brow._#",,G,,,,102,,U,,3.517,,£10/4/2004 : Gang of Elk gets the bonus once for each blocker.,,,,"Whenever Gang of Elk becomes blocked, it gets +2/+2 until end of turn for each creature blocking it.",,,,,,,,,,,,,,,,102,,,,,,Groupe de wapitis,,Rotwildherde,,Branco di Alci,,,,Manada de Alces,,,,Manada de alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghitu Encampment,,Urza's Legacy,,UL,,12497,,Land,,,,,,,,,,0,,Hazeltine,,,,L,,{R},,141,,U,,4.095,,"£8/1/2008 : A noncreature permanent that turns into a creature can attack, and its {T} abilities can be activated, only if its controller has continuously controlled that permanent since the beginning of his or her most recent turn. It doesn’t matter how long the permanent has been a creature.£10/1/2009 : Activating the ability that turns it into a creature while it’s already a creature will override any effects that set its power and/or toughness to a specific number. However, any effect that raises or lowers power and/or toughness (such as the effect created by Giant Growth, Glorious Anthem, or a +1/+1 counter) will continue to apply.",,,,Ghitu Encampment enters the battlefield tapped.£{T}: Add {R} to your mana pool.£{1}{R}: Ghitu Encampment becomes a 2/1 red Warrior creature with first strike until end of turn. It's still a land. #_(It deals combat damage before creatures without first strike.)_#,,,,,,,,,,,,,,,,141,,,,,,Campement guitûk,,Ghitulager,,Accampamento Ghitu,,,,Acampamento Ghitu,,,,Campamento ghitu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghitu Fire-Eater,,Urza's Legacy,,UL,,12815,,Creature — Human Nomad,,2,,2,,,,{2}{R},,3,,Melissa A. Benson,,"#_""They are called ‘Mi'uto,' which means ‘one use.'""£—Jhoira, artificer_#",,R,,,,76,,U,,3.413,,,,,,"{T}, Sacrifice Ghitu Fire-Eater: Ghitu Fire-Eater deals damage equal to its power to target creature or player.",,,,,,,,,,,,,,,,76,,,,,,Mangeuse de feu guitûke,,Ghitu-Feuerfresser,,Mangiafuoco Ghitu,,,,Engolidor de Fogo Ghitu,,,,Traga-fuego ghitu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghitu Slinger,,Urza's Legacy,,UL,,12475,,Creature — Human Nomad,,2,,2,,,,{2}{R},,3,,Melissa A. Benson,,"#_If you survive a slinger attack, the slinger wished you to live._#",,R,,,,77,,C,,3.5,,,,,,"Echo {2}{R} #_(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)_#£When Ghitu Slinger enters the battlefield, it deals 2 damage to target creature or player.",,,,,,,,,,,,,,,,77,,,,,,Frondeur guitûk,,Ghitu-Schleuderer,,Fromboliere Ghitu,,,,Atirador Ghitu,,,,Hondero ghitu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghitu War Cry,,Urza's Legacy,,UL,,13810,,Enchantment,,,,,,,,{2}{R},,3,,Douglas Shuler,,#_The war cry is not simply a shout but a sacrament._#,,R,,,,78,,U,,3.724,,,,,,{R}: Target creature gets +1/+0 until end of turn.,,,,,,,,,,,,,,,,78,,,,,,Cri de guerre des Guitûks,,Schlachtruf der Ghitu,,Grido di Battaglia Ghitu,,,,Grito de Guerra Ghitu,,,,Grito de guerra ghitu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Cockroach,,Urza's Legacy,,UL,,12946,,Creature — Insect,,4,,2,,,,{3}{B},,4,,Heather Hudson,,"#_If the sun ever hit the swamp, where would these scurry to?_#",,B,,,,54,,C,,2.615,,,,,,,,,,,,,,,,,,,,,,54,,,,,,Cafard géant,,Riesenschabe,,Scarafaggio Gigante,,,,Barata Gigante,,,,Cucaracha gigante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin Medics,,Urza's Legacy,,UL,,12643,,Creature — Goblin Shaman,,1,,1,,,,{2}{R},,3,,Jeff Laubenstein,,"#_""First, do some harm.""£—Oath of Goblins_#",,R,,,,79,,C,,3.35,,£10/4/2004 : The ability does trigger when it taps to attack.,,,,"Whenever Goblin Medics becomes tapped, it deals 1 damage to target creature or player.",,,,,,,,,,,,,,,,79,,,,,,Carabins gobelins,,Goblin-Feldscher,,Medici Goblin,,,,Goblins Paramédicos,,,,Médicos trasgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin Welder,,Urza's Legacy,,UL,,13001,,Creature — Goblin Artificer,,1,,1,,,,{R},,1,,Scott M. Fischer,,"#_""I wrecked your metal guy, boss. But look I made you an ashtray.""_#",,R,,,,80,,R,,4.586,,"£8/1/2008 : As the new wording makes clear, both targets must still be legal as the ability resolves in order for it to do anything. If either one or both has become illegal, nothing gets sacrificed and nothing gets returned to the battlefield.",,,,"{T}: Choose target artifact a player controls and target artifact card in that player's graveyard. If both targets are still legal as this ability resolves, that player simultaneously sacrifices the artifact and returns the artifact card to the battlefield.",,,,,,,,,,,,,,,,80,,,,,,Soudeur gobelin,,Goblinschweißmeister,,Saldatore Goblin,,,,Goblin Soldador,,,,Soldador trasgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Granite Grip,,Urza's Legacy,,UL,,5682,,Enchantment — Aura,,,,,,,,{2}{R},,3,,Mike Raabe,,#_There's beauty in the desert—but it's best to view it from afar._#,,R,,,,81,,C,,3.262,,,,,,Enchant creature£Enchanted creature gets +1/+0 for each Mountain you control.,,,,,,,,,,,,,,,,81,,,,,,Poigne de granite,,Granitgriff,,Stretta Granitica,,,,Aperto de Granito,,,,Abrazo de granito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Grim Monolith,,Urza's Legacy,,UL,,12626,,Artifact,,,,,,,,{2},,2,,Chippy,,"#_Part prison, part home._#",,A,,{C},,126,,R,,4.576,,,,,,Grim Monolith doesn't untap during your untap step.£{T}: Add {C}{C}{C} to your mana pool.£{4}: Untap Grim Monolith.,,,,,,,,,,,,,,,,126,,,,,,Monolithe sinistre,,Finsterer Monolith,,Monolito Tetro,,,,Monolito Sinistro,,,,Monolito siniestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Harmonic Convergence,,Urza's Legacy,,UL,,12437,,Instant,,,,,,,,{2}{G},,3,,John Avon,,"#_When the eternal stars align, can mere mortals resist?_#",,G,,,,103,,U,,3.5,,"£10/4/2004 : If any player needs to put more than one enchantment on top of their library, they choose the order.",,,,Put all enchantments on top of their owners' libraries.,,,,,,,,,,,,,,,,103,,,,,,Convergence harmonique,,Harmonische Annäherung,,Convergenza Armonica,,,,Convergência Harmônica,,,,Convergencia armónica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Gibbons,,Urza's Legacy,,UL,,12441,,Enchantment,,,,,,,,{G},,1,,Una Fricker,,"#_When these apes want something, it's a matter of gibbon take._#",,G,,,,104,,R,,4.398,,"£10/4/2004 : When it turns into a creature, it is no longer an enchantment.£10/4/2004 : It changes into a creature even if the spell is countered.£8/1/2008 : The ability triggers when the spell is cast, so it becomes a creature before the spell resolves.£8/1/2008 : A noncreature permanent that turns into a creature can attack, and its {T} abilities can be activated, only if its controller has continuously controlled that permanent since the beginning of his or her most recent turn. It doesn’t matter how long the permanent has been a creature.",,,,"When an opponent casts an instant spell, if Hidden Gibbons is an enchantment, Hidden Gibbons becomes a 4/4 Ape creature.",,,,,,,,,,,,,,,,104,,,,,,Gibbons cachés,,Verborgene Gibbons,,Gibboni Nascosti,,,,Gibões Escondidos,,,,Gibones ocultos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Hope and Glory,,Urza's Legacy,,UL,,12942,,Instant,,,,,,,,{1}{W},,2,,Heather Hudson,,"#_""Serra ruled by faith. I cannot afford that luxury.""£—Radiant, archangel_#",,W,,,,9,,U,,3.25,,£10/4/2004 : Must target two different creatures.,,,,Untap two target creatures. Each of them gets +1/+1 until end of turn.,,,,,,,,,,,,,,,,9,,,,,,Gloire et vertu,,Ruhm und Hoffnung,,Speranza e Gloria,,,,Esperança e Glória,,,,Esperanza y gloria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Impending Disaster,,Urza's Legacy,,UL,,12426,,Enchantment,,,,,,,,{1}{R},,2,,Pete Venters,,"#_""The goblins are in charge of maintenance? Why not just set it on fire now and call it a day?""£—Whip Tongue, viashino technician_#",,R,,,,82,,R,,4.037,,"£10/4/2004 : This ability does not trigger at all if there are not seven lands on the battlefield at the beginning of upkeep. It checks this number again when it is going to resolve and does not do anything if the land count is below 7.£10/4/2004 : The ability is not optional.£6/15/2010 : If this card is not on the battlefield at the times its ability resolves, then you can’t sacrifice it. However, you still destroy all lands.",,,,"At the beginning of your upkeep, if there are seven or more lands on the battlefield, sacrifice Impending Disaster and destroy all lands.",,,,,,,,,,,,,,,,82,,,,,,Désastre imminent,,Drohendes Verhängnis,,Disastro Incombente,,,,Desastre Iminente,,,,Desastre inminente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
